order_id,customer_id,order_date,order_amount,status
746cb5fd-5cc4-49a1-8302-963d9f57fc9e,CUST-357,2025-10-08T04:09:54,2392.71,pending
38e7bbf2-c4c9-4fc7-b29c-315f0c54a2d4,CUST-562,2025-03-31T14:30:44,3808.43,pending
db7f31d2-774d-4983-89ba-15a508f1fa16,CUST-558,2025-04-21T10:27:33,1272.52,cancelled
1221e530-5499-4cca-9d06-0992ba32ac6f,CUST-1079,2024-02-10T12:08:30,370.59,pending
85db2ba4-fb5f-42f1-8f4e-98809473b5bb,CUST-442,2026-05-08T02:27:07,1408.69,pending
8afd1448-f011-4be0-bd75-74b2ceb9e9b2,CUST-67,2024-07-27T23:25:53,16.59,cancelled
415d7e8e-7db9-416d-8579-6c449d6e908d,CUST-572,2026-01-31T06:53:04,177.52,completed
948a43c0-66ec-4135-acb3-3a40bfba3400,CUST-506,2025-07-04T06:16:48,4389.69,completed
158c3c91-1b9a-496e-86d8-deae5a22271f,CUST-288,2026-03-12T01:58:34,4668.2,pending
7c0f5368-8ea8-4a1d-943b-cdbbfb2c0233,CUST-1606,2024-12-27T23:07:24,647.67,cancelled
5c5a24bd-996d-4615-9205-7553033a3ba3,CUST-374,2026-03-02T12:22:45,733.8,completed
a3276442-77f4-4ca9-a891-41d26984b493,CUST-483,2025-12-20T14:16:45,2725.09,pending
7ab477b1-1e02-45b9-8bda-442782d43f51,CUST-1635,2024-07-11T20:28:32,1277.78,cancelled
7cbbd5b6-7539-4aa7-b695-93c05776c87b,CUST-1310,2026-01-18T18:06:07,1166.92,completed
7d73924f-99f5-4689-ade2-f79c3ed1f771,CUST-1613,2026-05-27T14:45:12,4111.97,completed
50bc870e-362f-4836-972e-b18959424fc2,CUST-1353,2025-03-27T10:43:41,1843.55,completed
8486cfd9-adca-4cf1-8b2b-7cbf0468d9e2,CUST-1200,2024-08-24T13:05:09,4289.27,cancelled
822a728c-caa0-4b96-bbbe-6a0b5dcf2992,CUST-636,2024-05-20T07:19:09,2775.83,completed
6288110c-56c1-470b-b26e-15150ee4ab5e,CUST-1165,2025-05-21T02:58:33,2061.95,pending
2d418b73-7246-47a5-9f28-d9dcc84c0b9d,CUST-1948,2024-01-09T14:43:49,3717.17,pending
d7519612-c36f-43da-b3cc-daceae17527d,CUST-990,2026-01-05T08:59:38,2238.36,pending
60eef914-5528-479c-a52e-aacc09e3feeb,CUST-254,2024-03-13T06:00:12,4001.88,pending
3d4ada14-2a9e-4d81-a2a5-5dc640f890fe,CUST-1217,2025-07-19T20:24:59,1606.15,completed
dc916fc7-f645-4105-8018-cf4daded878a,CUST-1339,2026-05-26T10:42:08,3122.13,pending
955ee51c-7963-428a-aaa1-5b495375e8d2,CUST-1336,2025-10-31T01:55:38,4097.38,pending
44ac3b73-3725-412e-8d5a-181635b9f447,CUST-179,2025-02-23T09:40:06,2766.34,cancelled
ec9840d3-f4a2-4572-9212-9dded9d2a9ab,CUST-1162,2025-10-14T07:02:16,621.0,cancelled
0e7ec858-884a-40ac-89fa-77ae79079a01,CUST-1887,2024-01-30T23:14:03,84.64,pending
917f9df0-dfab-4e69-9bab-884f9c408bc4,CUST-1301,2025-05-11T05:36:02,2232.39,cancelled
65d99fda-0978-4aec-a675-4ff23aabb768,CUST-1623,2024-05-23T16:28:57,2668.65,pending
a34ca071-907d-41a0-bc0f-bd959e9f847d,CUST-1491,2024-08-25T07:51:34,4694.81,completed
0724fc6d-796e-4a4b-a370-593d84fed923,CUST-619,2026-05-28T19:53:52,39.96,completed
5010bfbe-5002-4d22-8bbd-802e3163ff40,CUST-1511,2026-03-07T22:27:36,1496.37,completed
a0d0d3b7-db7a-420e-98cb-9019dbe00388,CUST-733,2025-06-06T19:20:21,546.61,completed
a2a71bd2-3d03-4502-b268-84684735ab4d,CUST-623,2025-10-13T11:43:37,2723.98,pending
a7b0c258-4f40-4c56-a9e5-d933f5650788,CUST-1580,2024-09-30T00:29:00,4561.1,pending
301aba58-7906-42d5-ae0e-52b901a71d8e,CUST-1325,2024-11-09T12:55:24,2698.55,cancelled
714d2d47-8f16-4fc5-a06a-62e532e65854,CUST-1384,2025-01-28T05:57:53,401.51,cancelled
cf903651-0c92-48bc-892a-c8cd87ae8862,CUST-99,2024-05-16T03:27:05,299.06,completed
8364db48-2490-46b0-8091-e2b42606a7f7,CUST-465,2024-05-09T04:14:31,4587.63,completed
1adc99e6-4f6b-4f62-a620-f7c420d0b1f7,CUST-391,2024-08-08T18:01:59,3491.3,cancelled
71980baa-a4f1-4cbb-8af3-a10cffe1eff4,CUST-484,2024-09-09T02:44:04,782.81,pending
567c8d3f-b965-46f7-9980-8d0a328c183d,CUST-356,2026-03-28T02:28:45,764.64,pending
97fb4281-6a4c-462c-a6e6-fdff0f35abf8,CUST-111,2025-09-25T22:20:18,1027.7,cancelled
5617f33a-3069-47e6-8a6f-c62c65b09abf,CUST-1225,2024-06-09T14:02:33,1945.32,pending
e2b73188-162e-4942-ab94-3d6b61cd50f8,CUST-1644,2025-02-26T00:44:21,1340.44,completed
97ba110e-3f6f-4664-aefb-ce256044e771,CUST-1915,2025-06-16T05:48:52,4958.62,completed
70cfe8c6-d79f-4c66-ae98-b6048ecc804e,CUST-1655,2024-11-12T20:50:16,3606.01,cancelled
4049bcc0-1339-458e-8a4c-fe6adc391b0a,CUST-1520,2024-07-23T00:11:59,707.8,pending
ad4d16ea-0845-4696-82cd-e9df99e214ad,CUST-1159,2025-10-25T16:47:57,3116.68,cancelled
f18f1348-f7ca-4b66-bfd2-d376bc76ac34,CUST-1095,2025-05-02T06:12:48,1023.89,cancelled
9ce0c6d2-8502-4e78-8bef-6821e7b36d40,CUST-375,2024-03-10T08:42:20,4163.3,pending
d3493dcb-b910-4a16-b0aa-4b34557e1be5,CUST-629,2025-01-23T06:40:20,3146.23,completed
1b0b337d-d534-486c-a1b1-c7a82b1d63ae,CUST-437,2026-04-19T14:25:21,2619.06,completed
2e680672-4313-4352-b1b8-cdef6f89f383,CUST-888,2026-04-23T17:51:56,4836.14,completed
92ecbbc1-d97a-4070-9dcc-b34381d6c36f,CUST-212,2025-11-17T07:50:32,2469.17,completed
969fc14e-cc18-40e4-9367-bd54c73b0660,CUST-1491,2024-05-27T16:26:48,3956.85,cancelled
e0c9efda-c75b-4910-bdeb-8562eff14454,CUST-1835,2025-03-17T02:00:48,865.28,completed
daf3d255-a0fa-4713-9344-da0786f4c99a,CUST-330,2024-01-01T05:18:33,2851.23,cancelled
2b9704c1-5324-45f0-86dd-2acd4d631479,CUST-410,2024-04-23T10:22:58,585.49,pending
d7e739f7-c9fc-4c37-9c5e-083d2c4c2684,CUST-822,2026-04-05T03:01:19,1523.6,completed
219be875-edfe-4155-9fc0-24de7a565759,CUST-498,2026-01-07T13:52:47,2573.32,pending
c8de669b-68a4-4762-bc90-29a780f129f7,CUST-1573,2025-10-27T03:17:34,387.09,pending
34cf0a16-0edf-43fe-a07b-029bdb882f9a,CUST-1836,2025-05-15T08:41:43,4895.26,completed
d09cabc5-44f1-44be-b75d-25cb9b496908,CUST-851,2024-09-23T15:41:35,630.13,cancelled
799095d3-2723-4c68-9f3d-ed7fd93f846f,CUST-1477,2024-09-17T17:20:05,33.31,cancelled
5bacacb8-518d-4e0d-8266-7785c45785ee,CUST-334,2025-12-19T08:21:14,3651.2,completed
487b605e-2355-4b07-beae-4cff07ff5b88,CUST-578,2025-10-19T04:12:37,3778.11,cancelled
37cab047-62fb-4528-ba86-a5e923989945,CUST-1051,2024-06-05T08:09:38,138.85,completed
f1036a20-1ac2-4d89-85a3-8073c685a357,CUST-1542,2025-05-12T20:13:38,696.35,cancelled
1e5c2d2b-89bf-475e-840c-d846847eadeb,CUST-1325,2025-04-04T15:15:23,1699.07,pending
17089a66-4e19-4f86-90a5-299e688aa8ec,CUST-599,2025-03-06T17:16:30,2050.15,completed
d8a40375-82a3-4aa8-8f74-21a73845dabd,CUST-923,2024-03-07T14:02:39,254.26,completed
accae075-8356-40a0-ab70-49f25ac0fff4,CUST-375,2025-02-26T10:19:54,120.36,cancelled
1c92de6e-f594-4f9b-9333-2861e716ed7a,CUST-503,2026-05-06T12:21:33,4178.49,pending
51292b9d-fd4b-4d4d-befa-7db98546514e,CUST-1697,2026-05-31T22:18:39,4211.94,completed
1b20a7b5-56ae-489b-9f0e-5ea923a84e5d,CUST-1775,2024-11-25T03:59:19,1861.66,completed
7421d0ab-33e9-4abc-b05d-8ad6ff306a8a,CUST-1211,2025-07-18T21:23:19,1219.97,cancelled
f92218d7-e5db-4323-9fd4-ebf537dee1bf,CUST-144,2024-03-22T05:32:22,1844.4,cancelled
58dceebf-9e58-471a-82f8-8cd840374ea9,CUST-323,2026-01-28T18:50:35,3671.13,pending
2e1021f5-2818-4840-8bef-ed2d710ac765,CUST-1039,2025-03-21T22:02:31,831.51,pending
2c7b16b7-a881-42ce-ba3a-db7b3bd751ca,CUST-1774,2024-07-28T05:31:06,2561.89,pending
06bef45c-2b9e-424c-8eb6-72bc318ee7de,CUST-261,2026-05-31T00:11:59,873.06,cancelled
914d2203-01f9-4835-a371-98cea65d562e,CUST-1827,2025-02-24T18:06:20,1594.29,cancelled
f46a6d81-00d6-4640-9b2f-9455c91bf9ba,CUST-1972,2024-08-26T16:12:53,2902.37,pending
91a0497b-0a59-4c66-a14d-e0bf04c5298a,CUST-626,2024-07-16T06:39:05,6.2,completed
f8365821-8ae8-4674-a6ce-78f20ec149e2,CUST-447,2024-09-26T16:43:30,654.53,completed
766f768c-0721-42a2-aac1-3c8e714f413b,CUST-471,2025-08-09T02:57:31,2948.87,cancelled
00258717-54d2-4690-8568-37fc765cde22,CUST-568,2026-04-29T11:38:36,1523.52,cancelled
eb6fc59c-14a7-4db7-927d-0251c70c3fd3,CUST-938,2026-01-29T02:34:42,4212.96,pending
768a1fdc-8a95-41c7-889d-d106634404ff,CUST-272,2025-08-05T22:49:06,2118.53,pending
b620d829-82eb-47c8-8e3b-832816449dfa,CUST-209,2026-04-27T02:11:29,1818.24,pending
a0e084c7-3743-4828-af4e-024368ab520c,CUST-1136,2024-01-03T23:54:06,2781.39,completed
1b04978d-8fc6-4cca-9a27-e02a8c4e90c3,CUST-726,2024-04-19T11:18:35,3549.07,cancelled
54b55bff-e7f2-4895-92bf-be5f74d888ab,CUST-164,2026-05-22T07:36:14,1578.72,completed
7624c3d9-bcad-4877-8c2e-1789ad519e86,CUST-246,2024-02-18T17:24:26,1169.35,cancelled
6df49dbe-a67a-40e7-8cd6-1e67ba2a00eb,CUST-1124,2025-07-29T14:10:16,1672.52,pending
7df8a763-f11f-45a9-84bb-58e8b98532e2,CUST-864,2025-07-06T01:09:41,3393.14,cancelled
aaa3fad5-34f6-45da-a0c1-4ab1a5317bb9,CUST-1824,2024-06-29T15:47:07,814.02,completed
0490bf85-7604-4452-bf9a-cb883b5ac5d4,CUST-624,2024-09-09T21:15:01,3815.1,cancelled
614c6194-45db-477a-aa00-551bfeac9106,CUST-1423,2025-03-02T21:41:45,2489.94,pending
2e1c1827-de29-4341-a312-cf8f36769b55,CUST-1012,2024-03-14T12:47:57,1023.88,pending
3d92053c-c2ce-47c8-baf4-2975d31c5cef,CUST-1252,2025-03-06T12:48:51,137.25,pending
6612c21e-daa8-40bd-a69c-3440161fc4c4,CUST-47,2024-12-19T01:34:27,343.3,pending
a264ddbc-f543-4cda-b17b-ff31589125b5,CUST-598,2025-12-30T20:31:18,3473.79,pending
9982119c-7993-46db-9fdd-387735e578a8,CUST-1515,2024-03-21T16:34:58,4255.13,cancelled
98e918a0-4fef-4db2-a702-ac7da0b8985a,CUST-1222,2025-10-27T12:19:58,4691.98,pending
54cc4325-514a-4934-97ee-37a46b77976a,CUST-1191,2025-06-21T09:20:50,4398.06,cancelled
5aa8d2a2-0352-4756-88c2-a67ba1d84dc4,CUST-534,2024-02-07T00:49:08,4061.6,pending
283efe88-65e5-47ff-829d-b73af6a05ae5,CUST-579,2025-07-27T12:50:25,3826.33,pending
d5f585a5-a506-4ce2-b3a2-44ac53f17dc5,CUST-1504,2025-04-15T01:19:15,947.51,cancelled
0f3cb6fd-0cff-463a-8667-4cb6eca8216a,CUST-1664,2025-12-05T14:29:09,4012.14,cancelled
873cc2e9-b908-434c-9296-df88646bba65,CUST-1512,2025-07-03T16:34:17,1054.84,pending
88f1f873-e0cd-4d2b-bacd-8b645584388b,CUST-1399,2026-02-27T04:18:16,2261.87,completed
890ffc3f-6ad3-43f1-a426-9d31e8772cef,CUST-945,2024-06-26T11:26:27,3434.01,completed
03ed7d97-1a62-44c8-8a70-f38ffbcfcabc,CUST-1892,2024-02-28T07:15:34,4358.35,completed
7cbe3f1f-7bf0-4fd8-9237-447ce7f4be37,CUST-1904,2024-10-12T02:49:45,2892.92,pending
9da8974c-4374-4773-a0c8-048ad8fd12d0,CUST-1868,2024-01-17T03:48:21,2955.35,cancelled
ae1f4a80-fdb1-4824-bec4-73b04615515b,CUST-1310,2024-07-23T04:34:29,1262.41,completed
bb63df19-2bc2-4b33-97a6-e1e938dc30be,CUST-799,2024-01-02T02:21:10,4063.91,pending
60e5141a-b796-4be8-9c45-428c074ed531,CUST-1637,2025-03-11T00:50:10,1095.63,pending
33fcbbf8-efd8-4228-933b-7c18f5aee778,CUST-170,2025-08-21T19:52:09,971.11,cancelled
84d73ff6-a398-4235-873a-47e6eacfea2b,CUST-503,2025-02-06T04:07:09,3658.35,completed
7e48f930-7a4c-4044-8838-8f550d40611b,CUST-1333,2025-02-27T02:59:15,4378.46,pending
1f2e585a-5248-492b-82c2-edbf513d8895,CUST-1560,2026-01-02T12:47:56,4479.01,completed
1daa02b6-ccfd-405e-a067-04269c5330d4,CUST-492,2024-03-24T07:34:46,4932.4,completed
f4ea4242-4f09-4af5-8361-165338eda3de,CUST-581,2025-08-28T23:51:04,4218.88,cancelled
a544d893-c616-4d2a-a800-5b35fc03dcfe,CUST-1338,2025-09-22T07:44:58,2933.85,pending
ad03605e-878c-4632-893e-7ff19277af49,CUST-1611,2024-02-20T02:09:24,4676.65,completed
1d57c221-885f-4877-ad8f-361215ea9db8,CUST-1130,2025-11-25T19:02:27,4723.08,pending
6e9a945b-e1c7-4a7e-b005-c44cc7a521e3,CUST-1045,2025-04-02T14:05:02,3826.96,cancelled
ebbc9f74-6351-4112-bd70-b1e9e71c5db1,CUST-1933,2024-08-05T20:34:33,3012.23,cancelled
a7f30325-5a5d-4fef-98c0-e92699c1a763,CUST-178,2024-05-02T00:09:07,2613.51,pending
7df91e87-b4b1-4360-8cb7-e5ae18b25cda,CUST-1246,2024-09-07T02:52:31,794.68,cancelled
755a7c8a-6609-452e-9849-b99ac15c9577,CUST-1007,2025-02-28T00:26:15,3188.56,pending
592d7cca-563e-4aaa-b906-e409f14df36f,CUST-374,2024-06-21T04:03:25,2752.88,cancelled
00633167-97ed-40a8-882e-f1d56e2f6411,CUST-1455,2025-06-05T10:53:07,3683.57,completed
be3559a1-c1eb-4bd3-81d3-91c2a68b6b6c,CUST-729,2024-07-03T12:22:50,842.69,pending
8e83e8ee-2b83-46ff-b635-4cb62aee9330,CUST-1764,2025-10-24T02:55:04,2931.64,cancelled
72aa1a08-6ae2-4865-ac8f-7309f4526b20,CUST-1276,2026-03-24T01:57:15,2508.44,pending
a13fd9b3-adbf-4542-8aa5-feb9828a9172,CUST-796,2025-07-17T20:58:41,3452.16,completed
101340f5-d4a6-47a9-89da-430abc9a96a1,CUST-1811,2025-03-25T19:34:43,4203.9,completed
73a18a1d-9966-49c0-9864-54d9b73293a8,CUST-1648,2026-02-25T22:49:45,959.67,pending
1525924a-5365-4884-b353-fcf143b58f3c,CUST-946,2024-09-07T17:06:06,2936.67,cancelled
6c1eea79-925f-4549-931e-c66bf7d7d826,CUST-1437,2026-02-28T04:04:59,1951.81,pending
6e8df748-d1d4-4672-97f0-50e4b01e7932,CUST-1888,2024-01-30T13:46:57,848.34,pending
9df2e321-afc3-4c47-8eb3-9ef46d10757c,CUST-1094,2024-03-04T01:48:24,3495.58,cancelled
c7734738-7512-4b03-8da3-f83efa344b6e,CUST-638,2025-11-22T15:12:21,3377.81,completed
b2c59960-5a9f-4176-94d1-cc685b9e320d,CUST-294,2024-08-14T19:02:31,1080.2,pending
1cf06db4-fa1f-4705-9080-97789a7bc67f,CUST-859,2024-12-28T00:25:59,3697.98,completed
0a30dcd9-f092-4719-9402-3c5e38082476,CUST-799,2024-12-30T09:13:49,3265.67,completed
16f75b6b-30a1-44ff-9a49-56ce99a30b39,CUST-1496,2025-01-01T06:30:36,2819.51,cancelled
939b00c4-c8f0-44ce-9bfd-d85ada03060e,CUST-897,2024-06-28T00:15:29,965.26,completed
a1653024-9fe0-447b-88a8-15828c8a476d,CUST-286,2025-09-17T07:48:00,2214.45,pending
d5b4b03b-c287-4173-8b94-2c753a86040d,CUST-172,2026-01-16T17:49:38,2626.7,cancelled
5232688e-200f-4e86-ad77-98c9f1562092,CUST-1,2026-01-02T22:44:42,3073.31,completed
f8e53a4f-8f99-489e-83ab-9bd1671f48ba,CUST-1544,2025-09-22T15:33:23,4830.78,pending
5aa057b3-1fdc-4a86-b4eb-d577b5dff634,CUST-1792,2025-09-25T09:21:55,364.04,completed
0b20c07c-532c-499d-97aa-87b64d2c963a,CUST-77,2026-04-12T10:54:03,3861.2,pending
7107f8e0-b11a-488a-96b9-338470ce3a5e,CUST-93,2024-05-14T07:14:18,3211.84,pending
c063040a-91a8-49ef-b26f-c12ffd5a479d,CUST-451,2025-03-14T03:26:57,1308.49,completed
e62113d3-c334-418f-94af-ebe7dd490419,CUST-1659,2026-01-15T06:11:56,3863.56,completed
ba142e81-08d3-493b-b223-f683ad8ed54f,CUST-1034,2025-03-24T06:14:32,2083.54,cancelled
7cbc03ed-18b1-4cc0-b1b0-24df6b4cd13f,CUST-282,2025-11-06T19:19:07,1017.72,cancelled
5cfb6627-8df4-4f64-b36e-d935995be307,CUST-1813,2024-08-23T22:30:58,181.63,cancelled
16f45603-bf8a-41ac-a284-a369ceb00bb4,CUST-1548,2024-10-29T13:18:39,4534.91,completed
9fe9cbcb-6518-4403-928b-acdb9561f1aa,CUST-1262,2025-01-19T15:03:05,4033.87,completed
45f91fa1-38d6-483c-9ed6-549272362295,CUST-258,2024-01-26T06:35:41,2202.33,pending
a75623e8-bcc0-4778-b37e-2629fb7bc81d,CUST-1934,2024-01-11T20:58:42,4082.11,cancelled
852d383e-3684-47b3-8149-184528c432bf,CUST-1850,2024-08-16T19:20:20,4484.44,pending
25af7c85-aae4-4c0b-99d8-feeb772fb392,CUST-1247,2025-04-01T23:35:54,3299.16,cancelled
4c4a0312-2c06-4509-9140-98de4e7b0da7,CUST-629,2025-06-15T15:21:14,1226.93,pending
66b2a8e6-c2a2-4d98-9aa7-4dc464c1d0a2,CUST-1263,2025-04-26T18:35:04,2095.6,cancelled
bcd30bd7-c01b-465c-9b03-653c7aaec4a4,CUST-939,2024-11-27T05:36:25,3349.74,completed
b7124ec1-7868-4625-be3b-fc361a245665,CUST-7,2026-03-07T04:04:03,3338.84,pending
8f46b9ce-1de6-45a0-a735-becd3db15ae5,CUST-1871,2025-05-05T08:35:34,3300.62,completed
78d2b22c-da9c-4f28-8e6b-e366d92b2839,CUST-1171,2024-01-18T13:14:04,576.77,completed
efdc9a4a-794e-4534-816c-2a8e105964c3,CUST-1850,2026-05-26T09:02:12,1505.73,pending
e191d49a-5fba-4e62-b35e-d641b0b7369a,CUST-1122,2025-05-18T14:17:34,3613.2,cancelled
d45379a2-7221-4f8c-ae26-d9ce960a9587,CUST-245,2026-05-25T06:23:03,2633.07,completed
8918125a-3bb3-47ff-8914-aee6627aad46,CUST-1707,2025-07-01T19:14:37,1372.15,pending
daea893c-b0e6-4b51-9ddb-934b303378a5,CUST-128,2025-11-23T21:39:25,4038.17,completed
aa55b6d5-1b49-4e6d-9794-eb52515a5c3b,CUST-478,2025-07-03T09:24:03,1465.6,cancelled
939f1768-0625-498c-b3eb-9b8d15f3d28c,CUST-1647,2025-07-11T03:05:14,59.1,completed
d3f4d56d-840f-49ba-8339-c596951972bb,CUST-837,2024-01-26T04:44:03,258.63,pending
703a69f6-c2bd-4246-acaa-7c08e3ce41af,CUST-1247,2025-10-02T13:34:05,4762.88,pending
d27e8b14-179a-437a-9e27-55368f0750d2,CUST-1135,2024-07-15T07:43:25,4871.89,cancelled
d98ef332-a23c-4247-b1ae-df4fe24c4aec,CUST-1269,2026-05-18T20:14:46,407.15,completed
347d469e-255c-4ad5-b0e6-1e679bfceddd,CUST-850,2025-02-23T01:13:06,1609.29,completed
4ce495d9-354b-4c36-9ec5-754a6e92686f,CUST-557,2025-10-26T20:56:35,4290.91,cancelled
afcbfb1b-693b-4980-b0ef-a343af9895f4,CUST-1862,2026-05-12T00:55:31,3904.86,completed
c5e4ad39-e757-4c97-87c2-fb4f5cf20e7c,CUST-860,2026-01-09T11:06:20,4299.04,cancelled
6f1f826f-127c-4ff4-931f-085164dbc77f,CUST-476,2024-07-30T16:44:31,2609.45,pending
d4e88a05-1602-4c84-aa28-09b183767197,CUST-1966,2024-03-10T00:13:16,3143.24,completed
bb3516e1-a5cf-468f-a2d4-83651fc0d438,CUST-1153,2025-12-16T20:08:46,3518.79,completed
56f0a224-77a2-46c3-af63-9dd3cef8e49b,CUST-825,2024-01-13T21:27:16,4517.42,cancelled
cde3c36a-9b91-43f1-abd7-2802ce202134,CUST-1659,2026-01-07T19:26:12,2971.27,cancelled
69fd5a70-0f00-405c-b9c6-cb460fd8825b,CUST-1928,2025-03-17T05:36:39,1038.86,pending
8aa3647b-4a9a-4fd9-8e38-719b463c9f86,CUST-1333,2026-01-11T20:29:10,44.78,completed
fad9ae8b-02cc-47f2-9e21-9213ebad9c3c,CUST-1833,2025-06-21T06:16:15,170.38,pending
2709297b-c6c9-404b-b4b4-482208feea54,CUST-1838,2025-11-22T23:35:50,4242.06,pending
25e2d61f-8c05-4681-85a8-b6fc227b2476,CUST-1070,2024-04-06T23:58:09,689.64,cancelled
5c0e8f15-87b1-4890-8842-59ec2e18a05f,CUST-732,2024-11-02T22:53:31,2712.55,pending
a3b033fd-772c-4468-8490-a2a8b2ce3749,CUST-1563,2024-11-23T13:21:39,3949.29,cancelled
7fe4c864-9deb-4de1-a9c5-6fdd9011f8fc,CUST-1493,2026-01-09T09:23:49,86.7,completed
768bb86d-2a1a-449f-94da-299b6a2fc30f,CUST-1440,2024-11-16T00:24:46,4635.43,completed
88e18a81-b096-4def-9083-0d20afb50ece,CUST-1136,2024-12-01T20:17:07,3751.88,cancelled
f8f394ec-734c-488a-a0ea-3f176b166f28,CUST-900,2026-03-29T01:29:50,3122.31,pending
4291062c-908f-4829-85e4-7516f9bdcd20,CUST-1352,2025-03-29T14:13:04,1553.19,pending
c0878823-7009-4b67-8c9f-b6bd678d7055,CUST-344,2024-01-29T20:30:30,2500.84,completed
f42561e5-0322-465c-ab78-12baf7e5659b,CUST-72,2024-08-21T18:25:48,2522.32,pending
07eeb937-6635-4f56-b4c3-89651ff5d2f5,CUST-69,2024-10-03T18:38:33,2339.28,completed
f4c228ea-8d5b-4a50-aec5-76f7ce2b61b1,CUST-31,2025-12-17T16:17:41,254.81,cancelled
7695f73c-c1e2-4b78-b0df-5bba733c28a8,CUST-507,2024-10-09T04:07:57,3849.88,cancelled
3a57d02b-e0a4-422b-9433-c2fdbd9efc60,CUST-1684,2024-09-04T03:48:39,1043.51,cancelled
672a00ed-169e-4a2e-8277-691783b13d00,CUST-600,2024-07-24T03:00:28,4168.77,cancelled
cbf41781-9907-4e94-983d-0a9a3c08d67c,CUST-574,2025-01-26T04:25:04,81.29,cancelled
587cc808-3a1e-4992-91dd-f98077b2e09b,CUST-1469,2025-07-18T05:14:22,196.67,cancelled
33500e97-ba09-4c64-9618-3b512f982c4f,CUST-158,2025-03-28T19:41:32,1765.56,completed
c44c53b2-187b-4655-82d1-4fe4c25aca7e,CUST-1081,2025-06-13T19:47:55,2118.93,pending
aafb7d69-8364-4d1a-b328-ff7bc9a3e07c,CUST-20,2025-08-12T00:33:37,450.89,pending
